campaign,cell,seed,n_trips,shape,b,alpha,outcome,cycle_length,cycle_first_seen,iters_run,final_price_residual
phase1,s2_n12_duck_b0.01_a0.1,2,12,duck,0.01,0.1,max_iters,,,120,0.03326323255
phase1,s3_n8_duck_b0.01_a0.1,3,8,duck,0.01,0.1,cycle,17,67,85,0.00256800063
phase1,s3_n12_duck_b0.01_a0.1,3,12,duck,0.01,0.1,cycle,10,88,99,0.01405119851
phase1,s0_n8_duck_b0.01_a0.25,0,8,duck,0.01,0.25,cycle,5,25,31,0.03649788455
phase1,s0_n12_duck_b0.01_a0.25,0,12,duck,0.01,0.25,cycle,12,27,40,0.02199314521
phase1,s1_n8_duck_b0.01_a0.25,1,8,duck,0.01,0.25,fixed_point,,,18,9.772030864e-05
phase1,s1_n12_duck_b0.01_a0.25,1,12,duck,0.01,0.25,cycle,19,40,60,0.09740540406
phase1,s2_n8_duck_b0.01_a0.25,2,8,duck,0.01,0.25,cycle,7,25,33,0.02728342691
phase1,s2_n12_duck_b0.01_a0.25,2,12,duck,0.01,0.25,cycle,8,28,37,0.0902878665
phase1,s3_n8_duck_b0.01_a0.25,3,8,duck,0.01,0.25,cycle,6,25,32,0.0605454202
phase1,s3_n12_duck_b0.01_a0.25,3,12,duck,0.01,0.25,cycle,42,26,69,0.05171179731
phase1,s0_n8_duck_b0.01_a0.5,0,8,duck,0.01,0.5,cycle,2,11,14,0.09501159668
phase1,s0_n12_duck_b0.01_a0.5,0,12,duck,0.01,0.5,cycle,15,12,28,0.1453570658
phase1,s1_n8_duck_b0.01_a0.5,1,8,duck,0.01,0.5,fixed_point,,,10,5.078125e-05
phase1,s1_n12_duck_b0.01_a0.5,1,12,duck,0.01,0.5,cycle,5,13,19,0.2125810547
phase1,s2_n8_duck_b0.01_a0.5,2,8,duck,0.01,0.5,cycle,3,11,15,0.1140046387
phase1,s2_n12_duck_b0.01_a0.5,2,12,duck,0.01,0.5,cycle,13,30,44,0.2108724209
phase1,s3_n8_duck_b0.01_a0.5,3,8,duck,0.01,0.5,cycle,4,11,16,0.1218020566
phase1,s3_n12_duck_b0.01_a0.5,3,12,duck,0.01,0.5,cycle,10,11,22,0.1088778582
phase1,s0_n8_duck_b0.01_a1,0,8,duck,0.01,1,cycle,2,1,4,0.285
phase1,s0_n12_duck_b0.01_a1,0,12,duck,0.01,1,cycle,2,2,5,0.66099997
phase1,s1_n8_duck_b0.01_a1,1,8,duck,0.01,1,fixed_point,,,2,0
phase1,s1_n12_duck_b0.01_a1,1,12,duck,0.01,1,cycle,2,1,4,0.76
phase1,s2_n8_duck_b0.01_a1,2,8,duck,0.01,1,cycle,2,1,4,0.266
phase1,s2_n12_duck_b0.01_a1,2,12,duck,0.01,1,cycle,2,1,4,0.983
phase1,s3_n8_duck_b0.01_a1,3,8,duck,0.01,1,cycle,2,1,4,0.2609998636
phase1,s3_n12_duck_b0.01_a1,3,12,duck,0.01,1,cycle,2,1,4,0.318
phase1,s0_n8_duck_b0.05_a0.1,0,8,duck,0.05,0.1,max_iters,,,120,0.03690670578
phase1,s0_n12_duck_b0.05_a0.1,0,12,duck,0.05,0.1,max_iters,,,120,0.1275285425
phase1,s1_n8_duck_b0.05_a0.1,1,8,duck,0.05,0.1,cycle,4,57,62,0.01369368258
phase1,s1_n12_duck_b0.05_a0.1,1,12,duck,0.05,0.1,max_iters,,,120,0.2413284228
phase1,s2_n8_duck_b0.05_a0.1,2,8,duck,0.05,0.1,cycle,7,72,80,0.03316988625
phase1,s2_n12_duck_b0.05_a0.1,2,12,duck,0.05,0.1,max_iters,,,120,0.3519184122
phase1,s3_n8_duck_b0.05_a0.1,3,8,duck,0.05,0.1,max_iters,,,120,0.04103899646
phase1,s3_n12_duck_b0.05_a0.1,3,12,duck,0.05,0.1,max_iters,,,120,0.1485543251
phase1,s0_n8_duck_b0.05_a0.25,0,8,duck,0.05,0.25,cycle,39,28,68,0.06817304141
phase1,s0_n12_duck_b0.05_a0.25,0,12,duck,0.05,0.25,cycle,74,33,108,0.3975805457
phase1,s1_n8_duck_b0.05_a0.25,1,8,duck,0.05,0.25,cycle,4,27,32,0.05497461243
phase1,s1_n12_duck_b0.05_a0.25,1,12,duck,0.05,0.25,cycle,18,33,52,0.5323267921
phase1,s2_n8_duck_b0.05_a0.25,2,8,duck,0.05,0.25,cycle,16,28,45,0.08209177042
phase1,s2_n12_duck_b0.05_a0.25,2,12,duck,0.05,0.25,max_iters,,,120,0.9641014758
phase1,s3_n8_duck_b0.05_a0.25,3,8,duck,0.05,0.25,cycle,13,28,42,0.2370976885
phase1,s3_n12_duck_b0.05_a0.25,3,12,duck,0.05,0.25,cycle,14,42,57,0.5472470996
phase1,s0_n8_duck_b0.05_a0.5,0,8,duck,0.05,0.5,cycle,8,12,21,0.2160981798
phase1,s0_n12_duck_b0.05_a0.5,0,12,duck,0.05,0.5,cycle,14,16,31,0.7157086611
phase1,s1_n8_duck_b0.05_a0.5,1,8,duck,0.05,0.5,cycle,4,11,16,0.1213354492
phase1,s1_n12_duck_b0.05_a0.5,1,12,duck,0.05,0.5,cycle,41,18,60,1.760101751
phase1,s2_n8_duck_b0.05_a0.5,2,8,duck,0.05,0.5,cycle,6,12,19,0.1266661835
phase1,s2_n12_duck_b0.05_a0.5,2,12,duck,0.05,0.5,cycle,8,30,39,1.936666667
phase1,s3_n8_duck_b0.05_a0.5,3,8,duck,0.05,0.5,cycle,11,19,31,0.6062799119
phase1,s3_n12_duck_b0.05_a0.5,3,12,duck,0.05,0.5,cycle,6,18,25,0.8708732434
phase1,s0_n8_duck_b0.05_a1,0,8,duck,0.05,1,cycle,2,1,4,0.51500015
phase1,s0_n12_duck_b0.05_a1,0,12,duck,0.05,1,cycle,2,2,5,2.85
phase1,s1_n8_duck_b0.05_a1,1,8,duck,0.05,1,cycle,2,1,4,0.26
phase1,s1_n12_duck_b0.05_a1,1,12,duck,0.05,1,cycle,2,1,4,3.8
phase1,s2_n8_duck_b0.05_a1,2,8,duck,0.05,1,cycle,2,1,4,0.455
phase1,s2_n12_duck_b0.05_a1,2,12,duck,0.05,1,cycle,2,1,4,4.915
phase1,s3_n8_duck_b0.05_a1,3,8,duck,0.05,1,cycle,2,1,4,1.304999703
phase1,s3_n12_duck_b0.05_a1,3,12,duck,0.05,1,cycle,2,1,4,2.015
