cell,seed,n_trips,slot,kind,tie_margin,economic,load_l1,load_jump_slot,delta_lo,delta_hi,schedule_changed,margin_b_at_a,margin_a_at_b
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.42,-1.41,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.41,-1.4,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.4,-1.39,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.39,-1.38,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.38,-1.37,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.37,-1.36,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.36,-1.35,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.35,-1.34,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.32,-1.31,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.31,-1.3,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.3,-1.29,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.29,-1.28,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.28,-1.27,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.27,-1.26,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.26,-1.25,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.25,-1.24,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.24,-1.23,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.23,-1.22,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.22,-1.21,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.21,-1.2,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.2,-1.19,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.19,-1.18,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.18,-1.17,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.17,-1.16,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.12,-1.11,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.11,-1.1,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.1,-1.09,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.09,-1.08,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.08,-1.07,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.07,-1.06,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.06,-1.05,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.05,-1.04,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.04,-1.03,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.03,-1.02,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.02,-1.01,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1.01,-1,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-1,-0.99,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.99,-0.98,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.97,-0.96,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.96,-0.95,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.95,-0.94,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.94,-0.93,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.91,-0.9,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.86,-0.85,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.85,-0.84,True,,
s3_n8_slot12,3,8,12,duty_change,True,False,17.1,-17.1,-0.83,-0.82,True,0,0.04944842531
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.81,-0.8,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.8,-0.79,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.79,-0.78,True,,
s3_n8_slot12,3,8,12,degenerate_tie,False,False,0,0,-0.78,-0.77,True,,
