cell,seed,n_trips,slot,kind,tie_margin,economic,load_l1,load_jump_slot,delta_lo,delta_hi,schedule_changed,margin_b_at_a,margin_a_at_b
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.08,0.09,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.09,0.1,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.1,0.11,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.11,0.12,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.14,0.15,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.16,0.17,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.18,0.19,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.19,0.2,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.2,0.21,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.31,0.32,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.38,0.39,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.44,0.45,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.46,0.47,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.57,0.58,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.58,0.59,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.62,0.63,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.75,0.76,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.76,0.77,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.77,0.78,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.78,0.79,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.79,0.8,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.8,0.81,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.83,0.84,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.84,0.85,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.85,0.86,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.86,0.87,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.9,0.91,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.92,0.93,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.94,0.95,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.95,0.96,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,0.96,0.97,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,1,1.01,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,1.02,1.03,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,1.03,1.04,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,1.04,1.05,True,,
s6_n8_slot16,6,8,16,degenerate_tie,False,False,0,0,1.06,1.07,True,,
s7_n8_slot8,7,8,8,duty_change,False,True,35.4,-14.5,-1.07,-1.06,True,0.1344225029,0.01057749714
s7_n8_slot8,7,8,8,duty_change,False,True,35.6,-18,-1,-0.99,True,0.1188851383,0.06111486174
s7_n8_slot8,7,8,8,charging_only,False,True,17.8,-8.9,-0.95,-0.94,False,,
s7_n8_slot12,7,8,12,duty_change,False,True,32.5,-32.5,-1.45,-1.44,True,0.2277578734,0.09724212657
s7_n8_slot12,7,8,12,degenerate_tie,False,False,0.7,-0.7,-0.83,-0.82,False,,
s7_n8_slot12,7,8,12,charging_only,False,True,65,-32.5,-0.08,-0.07,False,,
s7_n8_slot12,7,8,12,charging_only,False,True,17.8,-8.9,0.21,0.22,False,,
s7_n8_slot16,7,8,16,degenerate_tie,False,False,0,0,-1.48,-1.47,True,,
s7_n8_slot16,7,8,16,degenerate_tie,False,False,0,0,-1.47,-1.46,True,,
s7_n8_slot16,7,8,16,duty_change,True,False,15,-15,-1.36,-1.35,True,0,0.06414822039
s7_n8_slot16,7,8,16,duty_change,False,True,89.2,-22.5,-0.85,-0.84,True,0.1234796317,0.1015203683
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.47,-1.46,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.46,-1.45,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.44,-1.43,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.42,-1.41,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.4,-1.39,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.39,-1.38,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.36,-1.35,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.33,-1.32,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.27,-1.26,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.23,-1.22,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.2,-1.19,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.19,-1.18,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.17,-1.16,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.15,-1.14,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.08,-1.07,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-1.06,-1.05,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.95,-0.94,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.87,-0.86,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.84,-0.83,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.83,-0.82,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.200019581,0,-0.81,-0.8,True,4.658230864e-06,-4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.8,-0.79,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.79,-0.78,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.78,-0.77,True,4.547473509e-13,4.547473509e-13
s0_n12_slot8,0,12,8,duty_change,True,False,1.2,0,-0.14,-0.13,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.5,-1.49,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.49,-1.48,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.48,-1.47,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.47,-1.46,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.45,-1.44,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.44,-1.43,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.43,-1.42,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.42,-1.41,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.41,-1.4,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.4,-1.39,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.38,-1.37,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.37,-1.36,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.36,-1.35,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.35,-1.34,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.34,-1.33,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.32,-1.31,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.31,-1.3,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.3,-1.29,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.29,-1.28,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.28,-1.27,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.27,-1.26,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.25,-1.24,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.24,-1.23,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.22,-1.21,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.21,-1.2,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.19,-1.18,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.18,-1.17,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.17,-1.16,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.16,-1.15,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.15,-1.14,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.14,-1.13,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.13,-1.12,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.12,-1.11,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.11,-1.1,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.08,-1.07,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.07,-1.06,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.06,-1.05,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.03,-1.02,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.02,-1.01,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1.01,-1,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-1,-0.99,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.99,-0.98,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.98,-0.97,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.96,-0.95,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.95,-0.94,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.94,-0.93,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.93,-0.92,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.92,-0.91,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,0,0,-0.87,-0.86,True,,
s0_n12_slot12,0,12,12,duty_change,True,False,15,-15,-0.83,-0.82,True,-4.547473509e-13,-4.547473509e-13
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.8,-0.79,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.77,-0.76,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.76,-0.75,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.74,-0.73,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.69,-0.68,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.68,-0.67,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.67,-0.66,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.65,-0.64,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.64,-0.63,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.62,-0.61,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.58,-0.57,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.57,-0.56,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.55,-0.54,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.54,-0.53,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.5,-0.49,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.49,-0.48,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.44,-0.43,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.42,-0.41,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.41,-0.4,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.39,-0.38,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,2.682550426e-05,2.682550426e-05,-0.36,-0.35,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.34,-0.33,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.33,-0.32,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.3,-0.29,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.29,-0.28,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.26,-0.25,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.24,-0.23,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.23,-0.22,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.22,-0.21,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.2,-0.19,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.19,-0.18,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.17,-0.16,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.16,-0.15,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.15,-0.14,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.14,-0.13,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,-1.421085472e-14,-0.12,-0.11,True,,
s0_n12_slot12,0,12,12,degenerate_tie,False,False,1.421085472e-14,1.421085472e-14,-0.11,-0.1,True,,
s0_n12_slot12,0,12,12,duty_change,True,False,68.6,-34.3,-0.08,-0.07,True,-4.547473509e-13,0.009500863126
s0_n12_slot12,0,12,12,duty_change,True,False,1.2,-0.6,1.33226763e-15,0.01,True,-4.547473509e-13,0.006
s0_n12_slot12,0,12,12,charging_only,False,True,63.6,-31.8,0.21,0.22,False,,
s0_n12_slot16,0,12,16,degenerate_tie,False,False,0,0,-1.5,-1.49,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.49,-1.48,True,0,0
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.48,-1.47,True,0,0
s0_n12_slot16,0,12,16,degenerate_tie,False,False,0,0,-1.47,-1.46,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.46,-1.45,True,0,4.547473509e-13
s0_n12_slot16,0,12,16,degenerate_tie,False,False,0,0,-1.45,-1.44,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.44,-1.43,True,4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.43,-1.42,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.42,-1.41,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,31.1,-29.9,-1.36,-1.35,True,-4.547473509e-13,9.41032431e-06
s0_n12_slot16,0,12,16,degenerate_tie,False,False,0,0,-1.35,-1.34,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.34,-1.33,True,9.410312941e-06,4.547473509e-13
s0_n12_slot16,0,12,16,degenerate_tie,False,False,0,0,-1.31,-1.3,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.3,-1.29,True,9.410263829e-06,-4.547473509e-13
s0_n12_slot16,0,12,16,degenerate_tie,False,False,6.982935201e-05,4.880028277e-05,-1.28,-1.27,True,,
s0_n12_slot16,0,12,16,duty_change,True,False,1.199978346,0,-1.23,-1.22,True,6.402287363e-05,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.22,-1.21,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,False,True,46.6,-24.1,-1.21,-1.2,True,0.1241250632,0.1168749368
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.13,-1.12,True,9.410150142e-06,9.410149232e-06
s0_n12_slot16,0,12,16,duty_change,True,False,1.199998074,0,-1.11,-1.1,True,9.554968074e-06,1.124098935e-05
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.1,-1.09,True,1.124098935e-05,1.100445616e-05
s0_n12_slot16,0,12,16,duty_change,True,False,1.200001926,0,-1.08,-1.07,True,1.100445616e-05,9.554968074e-06
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-1.02,-1.01,True,4.547473509e-13,9.554968074e-06
s0_n12_slot16,0,12,16,duty_change,True,False,1.199976542,0,-1.01,-1,True,9.554968074e-06,1.887449662e-05
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.94,-0.93,True,4.547473509e-13,9.410149232e-06
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.93,-0.92,True,9.410149232e-06,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.91,-0.9,True,4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.9,-0.89,True,4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.78,-0.77,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.200000593,0,-0.76,-0.75,True,-4.547473509e-13,4.44858415e-07
s0_n12_slot16,0,12,16,duty_change,True,False,1.199999504,0,-0.72,-0.71,True,4.547473509e-13,6.289385965e-06
s0_n12_slot16,0,12,16,duty_change,True,False,1.199999504,0,-0.71,-0.7,True,6.289385965e-06,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.59,-0.58,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.55,-0.54,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,-0.53,-0.52,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.15,0.16,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.17,0.18,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.28,0.29,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.29,0.3,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.3,0.31,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.200057428,0,0.49,0.5,True,5.474408908e-05,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.54,0.55,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.75,0.76,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.78,0.79,True,-4.547473509e-13,4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,0.79,0.8,True,4.547473509e-13,-4.547473509e-13
s0_n12_slot16,0,12,16,duty_change,True,False,1.2,0,1.25,1.26,True,-4.547473509e-13,4.547473509e-13
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.49,-1.48,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.48,-1.47,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.47,-1.46,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.46,-1.45,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.45,-1.44,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.44,-1.43,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.42,-1.41,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.41,-1.4,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.4,-1.39,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.39,-1.38,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.38,-1.37,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.37,-1.36,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.36,-1.35,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.35,-1.34,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.34,-1.33,True,,
s1_n12_slot8,1,12,8,duty_change,False,True,75.2,-38.6,-1.33,-1.32,True,0.3327456569,0.05325434306
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.32,-1.31,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.29,-1.28,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.28,-1.27,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.27,-1.26,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.26,-1.25,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.25,-1.24,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.24,-1.23,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.23,-1.22,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.22,-1.21,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.19,-1.18,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.18,-1.17,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.17,-1.16,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.16,-1.15,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.15,-1.14,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.14,-1.13,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.13,-1.12,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.11,-1.1,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.1,-1.09,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.09,-1.08,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.08,-1.07,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.07,-1.06,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.06,-1.05,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.05,-1.04,True,,
s1_n12_slot8,1,12,8,duty_change,False,True,5.4,-2.7,-1.03,-1.02,True,0.01772094249,0.009279057507
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.02,-1.01,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1.01,-1,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-1,-0.99,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.99,-0.98,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.98,-0.97,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.96,-0.95,True,,
s1_n12_slot8,1,12,8,duty_change,True,False,51,-25.5,-0.95,-0.94,True,0,0
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.93,-0.92,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.92,-0.91,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.91,-0.9,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.9,-0.89,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.88,-0.87,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.87,-0.86,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.86,-0.85,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.84,-0.83,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.83,-0.82,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.81,-0.8,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.8,-0.79,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.79,-0.78,True,,
s1_n12_slot8,1,12,8,degenerate_tie,False,False,0,0,-0.78,-0.77,True,,
