experiment,regime,timestamp,host,git_commit,slurm_job_id,slurm_array_task_id,instance_name,instance_hash,n_trips,max_vehicles,schedule_hash,load_hash,fleet,dh_min_total,energy_charged_kwh,ops_cost,obj_model,obj_true,energy_cost_model,oracle_tier,replay_ok,solver_backend,solver_status,solver_obj,solver_bound,solver_mip_gap,solver_lp_obj,solver_lp_mip_gap_abs,solver_wall_s,solver_lp_wall_s,solver_n_vars,solver_n_int,solver_n_constrs,adaptive_rounds,adaptive_lb,adaptive_ub,adaptive_gap_abs,adaptive_converged,econ_bill,econ_system_cost_delta,econ_total_private,econ_total_system,econ_energy_kwh,x_tag,x_cell,x_seed,x_shape,x_b_scale,x_alpha,x_tol_price,x_iter,x_price_residual,x_load_residual,x_schedule_recurred,x_response_recurred,x_sweep_slot,x_delta,x_idx,x_outcome_type,x_cycle_length,n_replay_violations,replay_original_ok,replay_effective_ok,replay_revalidation_status,replay_policy_version,replay_tolerance_kwh
phase1-loop,taker-iteration,2026-08-15T01:59:12.800859+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,213ceaf9c686,3,150.0,98.3,3150.0,3578.974635751153,3578.974635751153,428.9746357511531,exact-milp/taker,True,GRB,OPTIMAL,3578.974635751153,3578.974635751153,0.0,3101.999999999999,476.974635751154,11.613946437835693,0.054218292236328125,2350,888,2787,,,,,,499.71981024844115,419.1055602484412,3649.7198102484413,3569.105560248441,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,100,0.11919552852870208,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:59:29.514351+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,1243aab3f8bd,3,150.0,98.3,3150.0,3576.5304435850767,3576.5304435850767,426.5304435850767,exact-milp/taker,True,GRB,OPTIMAL,3576.5304435850767,3576.5304435850767,0.0,3101.9999999999995,474.53044358507714,16.406603813171387,0.05442476272583008,2350,888,2787,,,,,,597.4063123397555,462.25506233975545,3747.4063123397555,3612.2550623397556,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,101,0.22322402432416766,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:59:44.562546+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,213ceaf9c686,3,150.0,98.3,3150.0,3576.293368905638,3576.293368905638,426.2933689056381,exact-milp/taker,True,GRB,OPTIMAL,3576.293368905638,3576.2933689056194,5.213398192791542e-15,3101.999999999999,474.293368905639,14.897473096847534,0.05617165565490723,2350,888,2787,,,,,,499.71981024844115,419.1055602484412,3649.7198102484413,3569.105560248441,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,102,0.12959837810824837,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:59:58.726254+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3580.2610016081344,3580.2610016081344,430.2610016081344,exact-milp/taker,True,GRB,OPTIMAL,3580.2610016081344,3580.2610016081344,0.0,3101.999999999999,478.2610016081353,14.016486644744873,0.05386471748352051,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,103,0.11663854029742371,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:00:11.327543+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,0eee314c8137,4059223e95e8,3,150.0,98.3,3150.0,3575.2241852746447,3575.2241852746447,425.2241852746447,exact-milp/taker,True,GRB,OPTIMAL,3575.2241852746447,3575.2241852746447,0.0,3102.0,473.2241852746447,12.431629419326782,0.05016469955444336,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,104,0.22552531373231854,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:00:24.617032+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3575.9932679097483,3575.9932679097483,425.9932679097483,exact-milp/taker,True,GRB,OPTIMAL,3575.9932679097483,3575.9932679097483,0.0,3102.0,473.9932679097483,13.128401041030884,0.05423331260681152,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,105,0.12752721764091302,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:00:38.088140+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,95c5f6a84720,3,150.0,98.3,3150.0,3581.5094470204754,3581.5094470204754,431.50944702047536,exact-milp/taker,True,GRB,OPTIMAL,3581.5094470204754,3581.5094470204754,0.0,3102.0,479.50944702047536,13.32053542137146,0.05687260627746582,2350,888,2787,,,,,,492.74409540479525,412.1298454047953,3642.744095404795,3562.129845404795,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,106,0.09537629845325846,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:00:50.027513+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3578.418853614055,3578.418853614055,428.418853614055,exact-milp/taker,True,GRB,OPTIMAL,3578.418853614055,3578.418853614055,0.0,3101.999999999999,476.41885361405593,11.789859056472778,0.04928994178771973,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,107,0.1191970462891403,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:01:06.760462+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,1243aab3f8bd,3,150.0,98.3,3150.0,3577.1936810020857,3577.1936810020857,427.19368100208567,exact-milp/taker,True,GRB,OPTIMAL,3577.1936810020857,3577.1936810020857,0.0,3101.9999999999995,475.1936810020861,16.58651828765869,0.05360221862792969,2350,888,2787,,,,,,597.4063123397555,462.25506233975545,3747.4063123397555,3612.2550623397556,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,108,0.2232226583397745,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:01:21.696442+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,213ceaf9c686,3,150.0,98.3,3150.0,3575.6986706531466,3575.6986706531466,425.69867065314656,exact-milp/taker,True,GRB,OPTIMAL,3575.6986706531466,3575.6986706531466,0.0,3101.999999999999,473.6986706531475,14.786243915557861,0.05476188659667969,2350,888,2787,,,,,,499.71981024844115,419.1055602484412,3649.7198102484413,3569.105560248441,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,109,0.12959960749420318,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:01:38.414398+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3580.798230287489,3580.798230287489,430.7982302874889,exact-milp/taker,True,GRB,OPTIMAL,3580.798230287489,3580.798230287487,5.079843338170486e-16,3101.999999999999,478.7982302874898,16.543780088424683,0.04978442192077637,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,110,0.11663964674478322,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:01:54.260745+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,0eee314c8137,4059223e95e8,3,150.0,98.3,3150.0,3574.7424739557077,3574.7424739557077,424.74247395570774,exact-milp/taker,True,GRB,OPTIMAL,3574.7424739557077,3574.7424739557077,0.0,3102.0,472.74247395570774,15.702948570251465,0.0481259822845459,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,111,0.22552431792969507,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:02:07.838589+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3576.4284231400247,3576.4284231400247,426.42842314002473,exact-milp/taker,True,GRB,OPTIMAL,3576.4284231400247,3576.4284231400243,1.2715125177514557e-16,3102.0,474.42842314002473,13.419267416000366,0.05585956573486328,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,112,0.12752811386327423,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:02:23.245128+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,95c5f6a84720,3,150.0,98.3,3150.0,3581.1192738189848,3581.1192738189848,431.11927381898477,exact-milp/taker,True,GRB,OPTIMAL,3581.1192738189848,3581.1192738189848,0.0,3102.0,479.11927381898477,15.23107385635376,0.0624995231628418,2350,888,2787,,,,,,492.74409540479525,412.1298454047953,3642.744095404795,3562.129845404795,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,113,0.09537707888366764,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:02:37.368701+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3578.771329350579,3578.771329350579,428.771329350579,exact-milp/taker,True,GRB,OPTIMAL,3578.771329350579,3578.771329350579,0.0,3101.999999999999,476.7713293505799,13.978750467300415,0.04879021644592285,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,114,0.11919777222925187,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:02:49.553118+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,4059223e95e8,3,150.0,98.3,3150.0,3577.423404261463,3577.423404261463,427.423404261463,exact-milp/taker,True,GRB,OPTIMAL,3577.423404261463,3577.423404261463,0.0,3102.0,475.423404261463,12.040301322937012,0.05150604248046875,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,115,0.22322200499367284,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:03:02.094118+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3574.786633381128,3574.786633381128,424.786633381128,exact-milp/taker,True,GRB,OPTIMAL,3574.786633381128,3574.786633381128,0.0,3101.999999999999,472.7866333811289,12.348872423171997,0.051724910736083984,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,116,0.12960019550569424,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:03:18.378331+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3581.5736050994146,3581.5736050994146,431.57360509941464,exact-milp/taker,True,GRB,OPTIMAL,3581.5736050994146,3581.5736050994146,0.0,3101.999999999999,479.57360509941554,15.969587564468384,0.05280733108520508,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,117,0.11664017595512455,0.0,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:03:30.903992+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,0eee314c8137,4059223e95e8,3,150.0,98.3,3150.0,3574.0454949251653,3574.0454949251653,424.04549492516526,exact-milp/taker,True,GRB,OPTIMAL,3574.0454949251653,3574.0454949251653,0.0,3102.0,472.04549492516526,12.383212327957153,0.04861092567443848,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,118,0.22552384164038752,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T02:03:46.556734+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3577.0564767376854,3577.0564767376854,427.05647673768544,exact-milp/taker,True,GRB,OPTIMAL,3577.0564767376854,3577.0564767376854,0.0,3102.0,475.05647673768544,15.478991270065308,0.05402183532714844,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,0.0001,119,0.12752854252365076,66.1,True,True,,,,,,0,True,True,,,
phase1-static,uncontrolled,2026-08-15T01:32:15.666310+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,1890e8ca64fe,3,150.0,98.3,3150.0,3270.286472370294,3270.286472370294,120.28647237029418,policy/uncontrolled-charge-on-arrival,True,GRB,OPTIMAL,3270.286472370294,3270.286472370294,0.0,3101.999999999999,168.2864723702951,3.8444290161132812,0.06160879135131836,2350,888,2787,,,,,,495.3080271834014,414.6937771834014,3645.3080271834015,3564.6937771834014,98.3,s0_n12_duck_b0.05_a0.1,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,,,,,,,,,,,,0,True,True,,,
phase1-static,taker,2026-08-15T01:32:26.813207+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,6387dd98a223,3,150.0,98.3,3150.0,3474.4521357203485,3474.4521357203485,324.45213572034845,exact-milp/taker,True,GRB,OPTIMAL,3474.4521357203485,3474.4521357203485,0.0,3102.0000000000014,372.4521357203471,11.002649545669556,0.056632280349731445,2350,888,2787,,,,,,485.6926357203487,405.0723857203487,3635.692635720349,3555.072385720349,98.29999999999998,s0_n12_duck_b0.05_a0.1,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,,,,,,,,,,,,0,True,True,,,
phase1-static,strategic,2026-08-15T01:35:07.774805+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,07eca1a41468,3,150.0,98.3,3150.0,3582.1437755088646,3582.150932742981,432.14377550886456,exact-milp/strategic-adaptive,True,GRB,OPTIMAL,3582.1437755088646,3582.1437755088646,0.0,3101.999999999999,480.1437755088655,18.372472763061523,0.04311347007751465,2378,888,3459,9,3582.1437755088646,3582.150932742981,0.007157234116220934,True,432.15093274298096,382.60942060634034,3582.150932742981,3532.6094206063403,98.30000000000001,s0_n12_duck_b0.05_a0.1,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,,,,,,,,,,,,0,True,True,,,
phase1-static,dictator,2026-08-15T01:37:16.054178+00:00,harpo.cs.cornell.edu,cebe909,51451,31,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,87b5214b3cc9,3,150.0,98.3,3150.0,3532.388295487107,3532.4226465613256,382.3882954871069,exact-milp/dictator-adaptive,True,GRB,OPTIMAL,3532.388295487107,3532.388295487107,0.0,3101.999999999999,430.3882954871078,16.998239040374756,0.04208111763000488,2378,888,3403,8,3532.4188950437997,3532.4226465613256,0.0037515175258704403,True,432.5444351355443,382.42264656132545,3582.5444351355445,3532.4226465613256,98.3,s0_n12_duck_b0.05_a0.1,"[0, 12, 'duck', 0.05, 0.1]",0,duck,0.05,0.1,,,,,,,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:37:30.698949+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,6387dd98a223,3,150.0,98.3,3150.0,3474.4521357203485,3474.4521357203485,324.45213572034845,exact-milp/taker,True,GRB,OPTIMAL,3474.4521357203485,3474.4521357203485,0.0,3101.9999999999995,372.4521357203489,11.02448844909668,0.055440664291381836,2350,888,2787,,,,,,485.6926357203487,405.0723857203487,3635.692635720349,3555.072385720349,98.29999999999998,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,0,0.42874999999999996,,False,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:37:41.541995+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,213ceaf9c686,3,150.0,98.3,3150.0,3503.1974352484413,3503.1974352484413,353.19743524844125,exact-milp/taker,True,GRB,OPTIMAL,3503.1974352484413,3503.1974352484413,0.0,3102.0000000000005,401.1974352484408,10.70039176940918,0.05477619171142578,2350,888,2787,,,,,,499.71981024844115,419.1055602484412,3649.7198102484413,3569.105560248441,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,1,0.40249999999999986,32.4,False,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:37:52.125989+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,0eee314c8137,1243aab3f8bd,3,150.0,98.3,3150.0,3506.7209373397554,3506.7209373397554,356.72093733975544,exact-milp/taker,True,GRB,OPTIMAL,3506.7209373397554,3506.7209373397536,5.187151860808649e-16,3101.9999999999995,404.7209373397559,10.262285232543945,0.053481340408325195,2350,888,2787,,,,,,597.4063123397555,462.25506233975545,3747.4063123397555,3612.2550623397556,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,2,0.7503124999999997,66.1,False,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:38:03.699014+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,213ceaf9c686,3,150.0,98.3,3150.0,3526.993849310941,3526.993849310941,376.9938493109412,exact-milp/taker,True,GRB,OPTIMAL,3526.993849310941,3526.993849310941,0.0,3102.0,424.9938493109412,11.427923202514648,0.0541226863861084,2350,888,2787,,,,,,499.71981024844115,419.1055602484412,3649.7198102484413,3569.105560248441,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,3,0.3270312500000001,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:38:17.028173+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,a2c648d84305,3,150.0,98.3,3150.0,3543.8601962672237,3543.8601962672237,393.8601962672237,exact-milp/taker,True,GRB,OPTIMAL,3543.8601962672237,3543.8601962672237,0.0,3102.0,441.8601962672237,13.180191278457642,0.055082082748413086,2350,888,2787,,,,,,485.68063572034873,405.0663857203487,3635.6806357203486,3555.0663857203485,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,4,0.28537109375000025,32.2,True,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:38:27.962287+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,0eee314c8137,b58d7b6f51f2,3,150.0,98.3,3150.0,3554.7489538121245,3554.7489538121245,404.74895381212445,exact-milp/taker,True,GRB,OPTIMAL,3554.7489538121245,3554.7489538121245,0.0,3101.999999999999,452.74895381212536,10.779777526855469,0.05449795722961426,2350,888,2787,,,,,,502.47872139024975,421.94247139024964,3652.4787213902496,3571.9424713902495,98.30000000000001,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,5,0.29604492187499964,34.3,True,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:38:40.763626+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3551.306260598174,3551.306260598174,401.30626059817405,exact-milp/taker,True,GRB,OPTIMAL,3551.306260598174,3551.306260598174,0.0,3101.9999999999995,449.3062605981745,12.652772426605225,0.053162336349487305,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,6,0.2891394042968747,34.3,True,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:38:52.144841+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,4059223e95e8,3,150.0,98.3,3150.0,3559.767289236116,3559.767289236116,409.7672892361161,exact-milp/taker,True,GRB,OPTIMAL,3559.767289236116,3559.767289236116,0.0,3102.0,457.7672892361161,11.244182825088501,0.049344778060913086,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,7,0.6093954467773433,66.1,True,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:39:03.501322+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3550.9647999582207,3550.9647999582207,400.96479995822074,exact-milp/taker,True,GRB,OPTIMAL,3550.9647999582207,3550.9647999582207,0.0,3101.9999999999995,448.9647999582212,11.201663255691528,0.055620431900024414,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,8,0.36920341491699205,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:39:15.412857+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,95c5f6a84720,3,150.0,98.3,3150.0,3571.287858781031,3571.287858781031,421.287858781031,exact-milp/taker,True,GRB,OPTIMAL,3571.287858781031,3571.287858781031,0.0,3102.0,469.287858781031,11.766751050949097,0.054260969161987305,2350,888,2787,,,,,,492.74409540479525,412.1298454047953,3642.744095404795,3562.129845404795,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,9,0.24726947784423814,32.2,True,False,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:39:28.429611+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3565.478853348247,3565.478853348247,415.47885334824696,exact-milp/taker,True,GRB,OPTIMAL,3565.478853348247,3565.478853348247,0.0,3101.999999999999,463.47885334824787,12.879214525222778,0.0492548942565918,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,10,0.30705192089080846,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:39:40.855590+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,4059223e95e8,3,150.0,98.3,3150.0,3566.022494267034,3566.022494267034,416.02249426703384,exact-milp/taker,True,GRB,OPTIMAL,3566.022494267034,3566.022494267034,0.0,3102.0,464.02249426703384,12.278591394424438,0.053878068923950195,2350,888,2787,,,,,,604.4697720242019,469.31852202420197,3754.469772024202,3619.318522024202,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,11,0.595961059331894,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:39:54.225004+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3558.9368833801364,3558.9368833801364,408.93688338013635,exact-milp/taker,True,GRB,OPTIMAL,3558.9368833801364,3558.9368833801364,0.0,3101.9999999999995,456.9368833801368,13.217903137207031,0.05510973930358887,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,12,0.37927920550107963,66.1,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:40:08.200473+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,95c5f6a84720,3,150.0,98.3,3150.0,3579.3294267855576,3579.3294267855576,429.32942678555764,exact-milp/taker,True,GRB,OPTIMAL,3579.3294267855576,3579.3294267855576,0.0,3102.0,477.32942678555764,13.825026750564575,0.0543975830078125,2350,888,2787,,,,,,492.74409540479525,412.1298454047953,3642.744095404795,3562.129845404795,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,13,0.23546417072415338,32.2,True,True,,,,,,0,True,True,,,
phase1-loop,taker-iteration,2026-08-15T01:40:21.561975+00:00,harpo.cs.cornell.edu,cebe909,51450,30,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,cecdf1709b4a,3,150.0,98.3,3150.0,3569.9631502730745,3569.9631502730745,419.96315027307446,exact-milp/taker,True,GRB,OPTIMAL,3569.9631502730745,3569.9631502730745,0.0,3101.999999999999,467.96315027307537,13.220880031585693,0.04904294013977051,2350,888,2787,,,,,,492.6563505639947,412.0421005639946,3642.6563505639947,3562.0421005639946,98.3,loop,"[0, 12, 'duck', 0.05, 0.25]",0,duck,0.05,0.25,0.0001,14,0.3127195530943574,32.2,True,True,,,,,,0,True,True,,,
