seed,n_trips,b,witness,witness_lo,witness_hi,a2_lo,a2_hi,intersects_a2,z_d_ub_equal
3,12,0.01,a3,0.020749489999616344,0.031226860000060697,0.020709739999801968,0.031198969999422843,True,True
3,12,0.01,a4,0.020749489999616344,0.031226860000060697,0.020709739999801968,0.031198969999422843,True,True
3,12,0.01,a5,0.020749489999616344,0.031226860000060697,0.020709739999801968,0.031198969999422843,True,True
3,12,0.05,a3,-0.010052429999632295,0.0008317299998452654,-0.00985069000034855,0.000586950000069919,True,True
3,12,0.05,a4,-0.009814519999963522,0.0006527200002892641,-0.00985069000034855,0.000586950000069919,True,True
3,12,0.05,a5,-0.010128529999747116,0.0007198900002549635,-0.00985069000034855,0.000586950000069919,True,True
4,8,0.01,a3,-0.009423909999895841,0.0010893900002884038,-0.009423909999895841,0.0010893900002884038,True,True
4,8,0.01,a4,-0.009423909999895841,0.0010893900002884038,-0.009423909999895841,0.0010893900002884038,True,True
4,8,0.01,a5,-0.009423909999895841,0.0010893900002884038,-0.009423909999895841,0.0010893900002884038,True,True
4,8,0.05,a3,0.3101817699998719,0.3204980800001067,0.31012000999999145,0.3204012400001375,True,True
4,8,0.05,a4,0.31012000999999145,0.3204012400001375,0.31012000999999145,0.3204012400001375,True,True
4,8,0.05,a5,0.3101817699998719,0.3204980800001067,0.31012000999999145,0.3204012400001375,True,True
4,12,0.01,a3,0.10212921999982427,0.11296588000004704,0.10252317000004041,0.11263839999992342,True,True
4,12,0.01,a4,0.10251291999975365,0.1134623000002648,0.10252317000004041,0.11263839999992342,True,True
4,12,0.01,a5,0.10212921999982427,0.11296588000004704,0.10252317000004041,0.11263839999992342,True,True
4,12,0.05,a3,5.26798325999971,5.27909733999968,5.267904229999658,5.278216100000009,True,True
4,12,0.05,a4,5.2679991899995,5.278705319999972,5.267904229999658,5.278216100000009,True,True
4,12,0.05,a5,5.267692869999792,5.2785087499996735,5.267904229999658,5.278216100000009,True,True
5,8,0.01,a3,-0.009819160000461125,0.0006870899997011293,-0.009819160000461125,0.0006870899997011293,True,True
5,8,0.01,a4,-0.00986354000042411,0.0004880299998148985,-0.009819160000461125,0.0006870899997011293,True,True
5,8,0.01,a5,-0.009819160000461125,0.0006870899997011293,-0.009819160000461125,0.0006870899997011293,True,True
5,8,0.05,a3,2.1356902299994545,2.146045049999884,2.13551144999974,2.146107619999839,True,True
5,8,0.05,a4,2.1355469899995114,2.1460027499997523,2.13551144999974,2.146107619999839,True,True
5,8,0.05,a5,2.1356902299994545,2.146045049999884,2.13551144999974,2.146107619999839,True,True
5,12,0.01,a3,2.834153779999724,2.8445769300001302,2.8341675199994825,2.845098020000023,True,True
5,12,0.01,a4,2.834286109999539,2.8446266500000092,2.8341675199994825,2.845098020000023,True,True
5,12,0.01,a5,2.833901429999514,2.8446239400000195,2.8341675199994825,2.845098020000023,True,True
5,12,0.05,a3,12.94401427999992,12.95459714000026,12.943789200000083,12.954786870000135,True,True
5,12,0.05,a4,12.943813699999737,12.95454509000001,12.943789200000083,12.954786870000135,True,True
5,12,0.05,a5,12.944032099999731,12.954845860000205,12.943789200000083,12.954786870000135,True,True
6,8,0.01,a3,-0.010013049999997747,0.0009724999999889405,-0.010017630000220379,0.00012610000021595624,True,True
6,8,0.01,a4,-0.010087160000239237,0.0005391300001065247,-0.010017630000220379,0.00012610000021595624,True,True
6,8,0.01,a5,-0.010013049999997747,0.0009724999999889405,-0.010017630000220379,0.00012610000021595624,True,True
6,8,0.05,a3,0.8189213299997391,0.8289791500001229,0.8188274199997068,0.8292331900001955,True,True
6,8,0.05,a4,0.8188623299997744,0.8293558499999563,0.8188274199997068,0.8292331900001955,True,True
6,8,0.05,a5,0.8186166999998932,0.8290903600000092,0.8188274199997068,0.8292331900001955,True,True
6,12,0.01,a3,0.177939619999961,0.18826632000036625,0.17774311999983183,0.18810531999997693,True,True
6,12,0.01,a4,0.17760622000014337,0.18849435000038284,0.17774311999983183,0.18810531999997693,True,True
6,12,0.01,a5,0.1775834099998974,0.18820356000014726,0.17774311999983183,0.18810531999997693,True,True
6,12,0.05,a3,7.315534399999706,7.326450300000033,7.315515799999957,7.325988430000052,True,True
6,12,0.05,a4,7.315466409999772,7.325980540000273,7.315515799999957,7.325988430000052,True,True
6,12,0.05,a5,7.315513099999862,7.325934110000162,7.315515799999957,7.325988430000052,True,True
7,8,0.01,a3,0.12675744999978633,0.13720797999985734,0.12675744999978633,0.13720797999985734,True,True
7,8,0.01,a4,0.1266783299997769,0.13695501999973203,0.12675744999978633,0.13720797999985734,True,True
7,8,0.01,a5,0.12675744999978633,0.13720797999985734,0.12675744999978633,0.13720797999985734,True,True
7,8,0.05,a3,3.0131871799999317,3.023702720000074,3.012760309999976,3.0235366000001704,True,True
7,8,0.05,a4,3.0127739999998084,3.0237293500003943,3.012760309999976,3.0235366000001704,True,True
7,8,0.05,a5,3.013070020000214,3.0236184700002013,3.012760309999976,3.0235366000001704,True,True
7,12,0.01,a3,0.08943743999998333,0.10002690999999686,0.08931233999965116,0.10002871999995477,True,True
7,12,0.01,a4,0.08935015999986717,0.09981541000024663,0.08931233999965116,0.10002871999995477,True,True
7,12,0.01,a5,0.08908397999994122,0.09988354000006439,0.08931233999965116,0.10002871999995477,True,True
7,12,0.05,a3,0.18814230999987558,0.19848383999988073,0.18821446999982072,0.198530860000119,True,True
7,12,0.05,a4,0.18781889000001684,0.19849001000011413,0.18821446999982072,0.198530860000119,True,True
7,12,0.05,a5,0.18807725999977265,0.19861098999990645,0.18821446999982072,0.198530860000119,True,True
8,8,0.01,a3,1.758010629999717,1.7687650299999405,1.757662679999612,1.7686072500000591,True,True
8,8,0.01,a4,1.757662679999612,1.7686072500000591,1.757662679999612,1.7686072500000591,True,True
8,8,0.01,a5,1.758010629999717,1.7687650299999405,1.757662679999612,1.7686072500000591,True,True
8,8,0.05,a3,4.792848219999996,4.803207060000204,4.792979569999716,4.803739699999824,True,True
8,8,0.05,a4,4.792848219999996,4.803207060000204,4.792979569999716,4.803739699999824,True,True
8,8,0.05,a5,4.792848219999996,4.803207060000204,4.792979569999716,4.803739699999824,True,True
8,12,0.01,a3,0.306895059999988,0.3176642600001287,0.30716069999971296,0.317375869999978,True,True
8,12,0.01,a4,0.30718682999986413,0.31727402000024085,0.30716069999971296,0.317375869999978,True,True
8,12,0.01,a5,0.306895059999988,0.3176642600001287,0.30716069999971296,0.317375869999978,True,True
8,12,0.05,a3,9.056275189999724,9.066730500000176,9.056255529999817,9.066649200000029,True,True
8,12,0.05,a4,9.056299379999928,9.074243089999982,9.056255529999817,9.066649200000029,True,True
8,12,0.05,a5,9.056121589999748,9.066726540000218,9.056255529999817,9.066649200000029,True,True
9,8,0.01,a3,-0.009599030000117637,0.0009844800001701515,-0.009599030000117637,0.0009844800001701515,True,True
9,8,0.01,a4,-0.009599030000117637,0.0009844800001701515,-0.009599030000117637,0.0009844800001701515,True,True
9,8,0.01,a5,-0.009599030000117637,0.0009844800001701515,-0.009599030000117637,0.0009844800001701515,True,True
9,8,0.05,a3,0.2839867599996069,0.29449353999962113,0.2841758399995342,0.29476338999984364,True,True
9,8,0.05,a4,0.2840559699993719,0.2947029699998893,0.2841758399995342,0.29476338999984364,True,True
9,8,0.05,a5,0.2840584099994885,0.2947484399996938,0.2841758399995342,0.29476338999984364,True,True
9,12,0.01,a3,2.8231141799997204,2.8334152500001437,2.82305733999965,2.833497040000111,True,True
9,12,0.01,a4,2.8231046999999307,2.8334782500000983,2.82305733999965,2.833497040000111,True,True
9,12,0.01,a5,2.8230785599998853,2.8335141900001872,2.82305733999965,2.833497040000111,True,True
9,12,0.05,a3,10.50848827999971,10.519364089999726,10.508476589999646,10.519043979999879,True,True
9,12,0.05,a4,10.508551749999697,10.51912184999992,10.508476589999646,10.519043979999879,True,True
9,12,0.05,a5,10.508531939999557,10.519423449999977,10.508476589999646,10.519043979999879,True,True
10,8,0.01,a3,0.5657475299999533,0.575995199999852,0.5657713199998398,0.576155899999776,True,True
10,8,0.01,a4,0.5657862799998838,0.5760792900000524,0.5657713199998398,0.576155899999776,True,True
10,8,0.01,a5,0.565695169999799,0.5765377500001705,0.5657713199998398,0.576155899999776,True,True
10,8,0.05,a3,3.418751539999903,3.4290637099998094,3.4185709999997016,3.4295129799997994,True,True
10,8,0.05,a4,3.418708219999644,3.429325779999999,3.4185709999997016,3.4295129799997994,True,True
10,8,0.05,a5,3.418747749999511,3.4290493899998182,3.4185709999997016,3.4295129799997994,True,True
10,12,0.01,a3,0.012731110000004264,0.023515400000178488,0.012851580000187823,0.023174130000370496,True,True
10,12,0.01,a4,0.012860020000061922,0.02345638000042527,0.012851580000187823,0.023174130000370496,True,True
10,12,0.01,a5,0.012524910000138334,0.023505460000251333,0.012851580000187823,0.023174130000370496,True,True
10,12,0.05,a3,4.992229109999698,5.002650739999808,4.992264069999692,5.003009850000126,True,True
10,12,0.05,a4,4.9921885799994925,5.00280862999989,4.992264069999692,5.003009850000126,True,True
10,12,0.05,a5,4.992378709999684,5.0027213999997,4.992264069999692,5.003009850000126,True,True
11,8,0.01,a3,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
11,8,0.01,a4,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
11,8,0.01,a5,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
11,8,0.05,a3,-0.010249120000025869,0.0004399700001158635,-0.010015350000230683,0.0003882400001202768,True,True
11,8,0.05,a4,-0.010015350000230683,0.0003882400001202768,-0.010015350000230683,0.0003882400001202768,True,True
11,8,0.05,a5,-0.010249120000025869,0.0004399700001158635,-0.010015350000230683,0.0003882400001202768,True,True
11,12,0.01,a3,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
11,12,0.01,a4,-0.010000000000218279,2.820999998220941e-05,-0.010000000000218279,0.0,True,True
11,12,0.01,a5,-0.010000000000218279,0.0,-0.010000000000218279,0.0,True,True
11,12,0.05,a3,0.19639195000036125,0.20692017000055785,0.19656846999987465,0.20694077999996807,True,True
11,12,0.05,a4,0.19650154000009934,0.20678657999997085,0.19656846999987465,0.20694077999996807,True,True
11,12,0.05,a5,0.19633038000029046,0.20708072000070388,0.19656846999987465,0.20694077999996807,True,True
12,8,0.01,a3,0.5691496699996605,0.5796942499996476,0.5689330999998674,0.5797924700000294,True,True
12,8,0.01,a4,0.5691203199994561,0.5799526399996466,0.5689330999998674,0.5797924700000294,True,True
