family,seed,n_trips,b,low_lo,low_hi,high_lo,high_hi,diff_lo,diff_hi,classification
workload_n,3,12-8,0.05,0.3023549199997433,0.3131601399995816,-0.00985069000034855,0.000586950000069919,-0.32301082999993014,-0.30176796999967337,strictly-negative
workload_n,4,12-8,0.01,-0.009423909999895841,0.0010893900002884038,0.10252317000004041,0.11263839999992342,0.101433779999752,0.12206230999981926,strictly-positive
workload_n,4,12-8,0.05,0.31012000999999145,0.3204012400001375,5.267904229999658,5.278216100000009,4.947502989999521,4.968096090000017,strictly-positive
workload_n,5,12-8,0.01,-0.009819160000461125,0.0006870899997011293,2.8341675199994825,2.845098020000023,2.8334804299997813,2.8549171800004842,strictly-positive
workload_n,5,12-8,0.05,2.13551144999974,2.146107619999839,12.943789200000083,12.954786870000135,10.797681580000244,10.819275420000395,strictly-positive
workload_n,6,12-8,0.01,-0.010017630000220379,0.00012610000021595624,0.17774311999983183,0.18810531999997693,0.17761701999961588,0.1981229500001973,strictly-positive
workload_n,6,12-8,0.05,0.8188274199997068,0.8292331900001955,7.315515799999957,7.325988430000052,6.486282609999762,6.507161010000345,strictly-positive
workload_n,7,12-8,0.01,0.12675744999978633,0.13720797999985734,0.08931233999965116,0.10002871999995477,-0.047895640000206186,-0.026728729999831558,strictly-negative
workload_n,7,12-8,0.05,3.012760309999976,3.0235366000001704,0.18821446999982072,0.198530860000119,-2.8353221300003497,-2.814229449999857,strictly-negative
workload_n,8,12-8,0.01,1.757662679999612,1.7686072500000591,0.30716069999971296,0.317375869999978,-1.4614465500003462,-1.440286809999634,strictly-negative
workload_n,8,12-8,0.05,4.792979569999716,4.803739699999824,9.056255529999817,9.066649200000029,4.252515829999993,4.273669630000313,strictly-positive
workload_n,9,12-8,0.01,-0.009599030000117637,0.0009844800001701515,2.82305733999965,2.833497040000111,2.82207285999948,2.843096070000229,strictly-positive
workload_n,9,12-8,0.05,0.2841758399995342,0.29476338999984364,10.508476589999646,10.519043979999879,10.213713199999802,10.234868140000344,strictly-positive
workload_n,10,12-8,0.01,0.5657713199998398,0.576155899999776,0.012851580000187823,0.023174130000370496,-0.5633043199995882,-0.5425971899994693,strictly-negative
workload_n,10,12-8,0.05,3.4185709999997016,3.4295129799997994,4.992264069999692,5.003009850000126,1.5627510899998924,1.5844388500004243,strictly-positive
workload_n,11,12-8,0.01,-0.010000000000218279,0.0,-0.010000000000218279,0.0,-0.010000000000218279,0.010000000000218279,crosses-or-touches-zero
workload_n,11,12-8,0.05,-0.010015350000230683,0.0003882400001202768,0.19656846999987465,0.20694077999996807,0.19618022999975437,0.21695613000019875,strictly-positive
workload_n,12,12-8,0.01,0.5689330999998674,0.5797924700000294,1.3356700499998624,1.3466133100000661,0.755877579999833,0.7776802100001987,strictly-positive
workload_n,12,12-8,0.05,3.2061625999999706,3.217116210000313,7.779267049999817,7.789660710000135,4.562150839999504,4.583498110000164,strictly-positive
workload_n,13,12-8,0.01,-0.010000000000218279,0.0,-0.00962694999998348,0.0007176500002969988,-0.00962694999998348,0.010717650000515277,crosses-or-touches-zero
workload_n,13,12-8,0.05,-0.010000000000218279,0.0,-0.00926893999985623,0.0016557199996896088,-0.00926893999985623,0.011655719999907888,crosses-or-touches-zero
workload_n,14,12-8,0.01,-0.009996499999942898,0.0005489500003932335,-0.007735610000509041,0.0024180899999919347,-0.008284560000902275,0.012414589999934833,crosses-or-touches-zero
workload_n,14,12-8,0.05,-0.006775170000310027,0.003452049999850715,1.3057766799997808,1.316287409999859,1.30232462999993,1.323062580000169,strictly-positive
workload_n,15,12-8,0.01,-0.008788610000010522,0.0014997799999036943,2.661209549999512,2.6715625900001214,2.6597097699996084,2.680351200000132,strictly-positive
workload_n,15,12-8,0.05,-0.009941090000211261,0.0007341400000768772,5.365699829999812,5.376095669999813,5.364965689999735,5.3860367600000245,strictly-positive
