experiment,regime,timestamp,host,git_commit,slurm_job_id,slurm_array_task_id,instance_name,instance_hash,n_trips,max_vehicles,schedule_hash,load_hash,fleet,dh_min_total,energy_charged_kwh,ops_cost,obj_model,energy_cost_model,oracle_tier,solver_backend,solver_status,solver_obj,solver_bound,solver_mip_gap,solver_lp_obj,solver_lp_mip_gap_abs,solver_wall_s,solver_lp_wall_s,solver_n_vars,solver_n_int,solver_n_constrs,econ_bill,econ_system_cost_delta,econ_total_private,econ_total_system,econ_energy_kwh,x_tag,x_iter,x_alpha,x_sweep_slot,x_delta,x_idx,x_outcome_type,x_cycle_length
phase2,taker-sweep,2026-08-14T22:33:12.323649+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,7211947f90b3,32fb46bd4b92,3,150.0,113.3,3150.0,3162.0679240904815,12.067924090481483,exact-milp/taker,GRB,OPTIMAL,3162.0679240904815,3162.0679240904815,0.0,3101.9999999999995,60.06792409048194,1.5621857643127441,0.05183696746826172,2350,888,2787,,,,,,sweep,,,12,-0.9999999999999996,10,,
phase2,taker-sweep,2026-08-14T22:33:15.166718+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,7211947f90b3,32fb46bd4b92,3,150.0,113.3,3150.0,3166.1529240904815,16.15292409048152,exact-milp/taker,GRB,OPTIMAL,3166.1529240904815,3166.1529240904815,0.0,3102.0,64.15292409048152,2.699528455734253,0.05077075958251953,2350,888,2787,,,,,,sweep,,,12,-0.9499999999999995,11,,
phase2,taker-sweep,2026-08-14T22:33:18.115497+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,32fb46bd4b92,3,150.0,113.3,3150.0,3170.2379240904816,20.237924090481556,exact-milp/taker,GRB,OPTIMAL,3170.2379240904816,3170.237924090481,1.4344265691570385e-16,3102.0,68.23792409048156,2.829331874847412,0.04276752471923828,2350,888,2787,,,,,,sweep,,,12,-0.8999999999999995,12,,
phase2,taker-sweep,2026-08-14T22:33:20.337929+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,32fb46bd4b92,3,150.0,113.3,3150.0,3174.3229240904816,24.322924090481592,exact-milp/taker,GRB,OPTIMAL,3174.3229240904816,3174.322924090481,1.4325806219503013e-16,3102.0,72.32292409048159,2.1034066677093506,0.038687705993652344,2350,888,2787,,,,,,sweep,,,12,-0.8499999999999994,13,,
phase2,taker-sweep,2026-08-14T22:33:22.356301+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3177.993812339756,27.993812339756005,exact-milp/taker,GRB,OPTIMAL,3177.993812339756,3177.9938123397556,1.4309258536650907e-16,3102.0,75.993812339756,1.8919265270233154,0.0496671199798584,2350,888,2787,,,,,,sweep,,,12,-0.7999999999999994,14,,
phase2,taker-sweep,2026-08-14T22:33:24.250405+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3181.328812339756,31.32881233975604,exact-milp/taker,GRB,OPTIMAL,3181.328812339756,3181.328812339756,0.0,3101.999999999999,79.32881233975695,1.7764954566955566,0.04082798957824707,2350,888,2787,,,,,,sweep,,,12,-0.7499999999999993,15,,
phase2,taker-sweep,2026-08-14T22:33:26.804313+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3184.6638123397556,34.66381233975562,exact-milp/taker,GRB,OPTIMAL,3184.6638123397556,3184.6638123397556,0.0,3101.9999999999995,82.66381233975608,2.413015842437744,0.05203557014465332,2350,888,2787,,,,,,sweep,,,12,-0.6999999999999993,16,,
phase2,taker-sweep,2026-08-14T22:33:29.052041+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3187.9988123397557,37.99881233975566,exact-milp/taker,GRB,OPTIMAL,3187.9988123397557,3187.9988123397557,0.0,3101.9999999999995,85.99881233975611,2.121185302734375,0.04989027976989746,2350,888,2787,,,,,,sweep,,,12,-0.6499999999999992,17,,
phase2,taker-sweep,2026-08-14T22:33:31.771642+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3191.3338123397557,41.333812339755696,exact-milp/taker,GRB,OPTIMAL,3191.3338123397557,3191.3338123397557,0.0,3101.9999999999995,89.33381233975615,2.6015167236328125,0.041420936584472656,2350,888,2787,,,,,,sweep,,,12,-0.5999999999999992,18,,
phase2,taker-sweep,2026-08-14T22:33:34.333365+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3194.6688123397557,44.66881233975573,exact-milp/taker,GRB,OPTIMAL,3194.6688123397557,3194.6688123397557,0.0,3101.999999999999,92.66881233975664,2.433661699295044,0.0440673828125,2350,888,2787,,,,,,sweep,,,12,-0.5499999999999992,19,,
phase2,taker-sweep,2026-08-14T22:33:38.784215+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3198.0038123397558,48.00381233975577,exact-milp/taker,GRB,OPTIMAL,3198.0038123397558,3198.0038123397553,1.421972510263386e-16,3101.9999999999986,96.00381233975713,4.301832675933838,0.07161784172058105,2350,888,2787,,,,,,sweep,,,12,-0.4999999999999991,20,,
phase2,taker-sweep,2026-08-14T22:33:42.042263+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3201.338812339756,51.338812339755805,exact-milp/taker,GRB,OPTIMAL,3201.338812339756,3201.3388123397553,1.4204911680501068e-16,3101.9999999999986,99.33881233975717,3.1397576332092285,0.04146432876586914,2350,888,2787,,,,,,sweep,,,12,-0.44999999999999907,21,,
phase2,taker-sweep,2026-08-14T22:33:45.830187+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3204.673812339756,54.67381233975584,exact-milp/taker,GRB,OPTIMAL,3204.673812339756,3204.6738123397554,1.4190129090063294e-16,3101.9999999999986,102.6738123397572,3.6392738819122314,0.06002449989318848,2350,888,2787,,,,,,sweep,,,12,-0.399999999999999,22,,
phase2,taker-sweep,2026-08-14T22:33:49.995123+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3208.008812339756,58.00881233975588,exact-milp/taker,GRB,OPTIMAL,3208.008812339756,3208.008812339756,0.0,3101.9999999999986,106.00881233975724,3.896000862121582,0.050893545150756836,2350,888,2787,,,,,,sweep,,,12,-0.349999999999999,23,,
phase2,taker-sweep,2026-08-14T22:33:53.797968+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3211.343812339756,61.343812339755914,exact-milp/taker,GRB,OPTIMAL,3211.343812339756,3211.3438123397555,1.4160656020045994e-16,3102.0000000000005,109.34381233975546,3.6843433380126953,0.04209566116333008,2350,888,2787,,,,,,sweep,,,12,-0.29999999999999893,24,,
phase2,taker-sweep,2026-08-14T22:33:57.291439+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,bc798da2a6e3,3,150.0,98.3,3150.0,3214.678812339756,64.67881233975595,exact-milp/taker,GRB,OPTIMAL,3214.678812339756,3214.678812339756,0.0,3101.999999999999,112.67881233975686,3.3635568618774414,0.045564889907836914,2350,888,2787,,,,,,sweep,,,12,-0.2499999999999989,25,,
phase2,taker-sweep,2026-08-14T22:34:03.276922+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3218.013812339756,68.01381233975599,exact-milp/taker,GRB,OPTIMAL,3218.013812339756,3218.013812339756,0.0,3102.0000000000005,116.01381233975553,5.856589317321777,0.05101513862609863,2350,888,2787,,,,,,sweep,,,12,-0.19999999999999885,26,,
phase2,taker-sweep,2026-08-14T22:34:06.288809+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3221.348812339756,71.34881233975602,exact-milp/taker,GRB,OPTIMAL,3221.348812339756,3221.348812339755,2.823335052351368e-16,3102.0000000000005,119.34881233975557,2.8915417194366455,0.04329204559326172,2350,888,2787,,,,,,sweep,,,12,-0.1499999999999988,27,,
phase2,taker-sweep,2026-08-14T22:34:09.671038+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,e9cec48b8056,bc798da2a6e3,3,150.0,98.3,3150.0,3224.683812339756,74.68381233975606,exact-milp/taker,GRB,OPTIMAL,3224.683812339756,3224.683812339755,2.820415131221873e-16,3101.999999999999,122.68381233975697,3.2466814517974854,0.05073738098144531,2350,888,2787,,,,,,sweep,,,12,-0.09999999999999876,28,,
phase2,taker-sweep,2026-08-14T22:34:13.777479+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,a2be72b0a106,3,150.0,98.3,3150.0,3227.0821357203495,77.08213572034947,exact-milp/taker,GRB,OPTIMAL,3227.0821357203495,3227.0821357203495,0.0,3102.0,125.08213572034947,3.976428985595703,0.0508730411529541,2350,888,2787,,,,,,sweep,,,12,-0.04999999999999871,29,,
phase2,taker-sweep,2026-08-14T22:34:19.429797+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,43d21a4a9143,a2be72b0a106,3,150.0,98.3,3150.0,3228.7021357203494,78.70213572034936,exact-milp/taker,GRB,OPTIMAL,3228.7021357203494,3228.7021357203494,0.0,3101.9999999999995,126.70213572034982,5.514742374420166,0.06043863296508789,2350,888,2787,,,,,,sweep,,,12,1.3322676295501878e-15,30,,
phase2,taker-sweep,2026-08-14T22:34:24.768999+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,53c3b6c4fbe1,3,150.0,98.3,3150.0,3230.2921357203486,80.2921357203486,exact-milp/taker,GRB,OPTIMAL,3230.2921357203486,3230.2921357203486,0.0,3101.9999999999995,128.29213572034905,5.204052925109863,0.0496068000793457,2350,888,2787,,,,,,sweep,,,12,0.05000000000000138,31,,
phase2,taker-sweep,2026-08-14T22:34:28.229698+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,53c3b6c4fbe1,3,150.0,98.3,3150.0,3231.8821357203487,81.88213572034874,exact-milp/taker,GRB,OPTIMAL,3231.8821357203487,3231.8821357203487,0.0,3101.9999999999995,129.8821357203492,3.325852394104004,0.04437255859375,2350,888,2787,,,,,,sweep,,,12,0.10000000000000142,32,,
phase2,taker-sweep,2026-08-14T22:34:33.075239+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,53c3b6c4fbe1,3,150.0,98.3,3150.0,3233.472135720349,83.47213572034889,exact-milp/taker,GRB,OPTIMAL,3233.472135720349,3233.472135720349,0.0,3102.0,131.4721357203489,4.716878414154053,0.05099058151245117,2350,888,2787,,,,,,sweep,,,12,0.15000000000000147,33,,
phase2,taker-sweep,2026-08-14T22:34:37.489575+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,53c3b6c4fbe1,3,150.0,98.3,3150.0,3235.062135720349,85.06213572034903,exact-milp/taker,GRB,OPTIMAL,3235.062135720349,3235.0621357203486,1.4056835133560914e-16,3102.0,133.06213572034903,4.285310506820679,0.03902149200439453,2350,888,2787,,,,,,sweep,,,12,0.2000000000000015,34,,
phase2,taker-sweep,2026-08-14T22:34:44.669613+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,7.048068523406982,0.051841020584106445,2350,888,2787,,,,,,sweep,,,12,0.25000000000000155,35,,
phase2,taker-sweep,2026-08-14T22:34:50.823519+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,6.022164583206177,0.053850650787353516,2350,888,2787,,,,,,sweep,,,12,0.3000000000000016,36,,
phase2,taker-sweep,2026-08-14T22:34:57.006700+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,6.03253173828125,0.05617499351501465,2350,888,2787,,,,,,sweep,,,12,0.35000000000000164,37,,
phase2,taker-sweep,2026-08-14T22:35:02.310532+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,5.175396680831909,0.05023980140686035,2350,888,2787,,,,,,sweep,,,12,0.4000000000000017,38,,
phase2,taker-sweep,2026-08-14T22:35:07.925922+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,5.486681699752808,0.050140380859375,2350,888,2787,,,,,,sweep,,,12,0.45000000000000173,39,,
phase2,taker-sweep,2026-08-14T22:35:13.355541+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,5.127470254898071,0.05298614501953125,2350,888,2787,,,,,,sweep,,,12,0.5000000000000018,40,,
phase2,taker-sweep,2026-08-14T22:35:19.348318+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,5.866452217102051,0.04965662956237793,2350,888,2787,,,,,,sweep,,,12,0.5500000000000016,41,,
phase2,taker-sweep,2026-08-14T22:35:24.758632+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,5.279005765914917,0.054685354232788086,2350,888,2787,,,,,,sweep,,,12,0.6000000000000019,42,,
phase2,taker-sweep,2026-08-14T22:35:29.992607+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,5.100906848907471,0.05044198036193848,2350,888,2787,,,,,,sweep,,,12,0.6500000000000021,43,,
phase2,taker-sweep,2026-08-14T22:35:35.802616+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3101.9999999999995,133.67785056399543,5.690379619598389,0.0421900749206543,2350,888,2787,,,,,,sweep,,,12,0.700000000000002,44,,
phase2,taker-sweep,2026-08-14T22:35:42.563923+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,6.6276044845581055,0.05686783790588379,2350,888,2787,,,,,,sweep,,,12,0.7500000000000018,45,,
phase2,taker-sweep,2026-08-14T22:35:48.969868+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,6.271808862686157,0.050520896911621094,2350,888,2787,,,,,,sweep,,,12,0.800000000000002,46,,
phase2,taker-sweep,2026-08-14T22:35:53.980085+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,4.893519639968872,0.03943657875061035,2350,888,2787,,,,,,sweep,,,12,0.8500000000000023,47,,
phase2,taker-sweep,2026-08-14T22:35:59.980807+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,5.871501922607422,0.05034065246582031,2350,888,2787,,,,,,sweep,,,12,0.9000000000000021,48,,
phase2,taker-sweep,2026-08-14T22:36:06.583942+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3101.9999999999995,133.67785056399543,6.456481695175171,0.05843853950500488,2350,888,2787,,,,,,sweep,,,12,0.950000000000002,49,,
phase2,taker-sweep,2026-08-14T22:36:12.873967+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,6.144998073577881,0.05197024345397949,2350,888,2787,,,,,,sweep,,,12,1.0000000000000022,50,,
phase2,taker-sweep,2026-08-14T22:36:19.914294+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.677850563995,0.0,3102.0,133.67785056399498,6.896213531494141,0.06572437286376953,2350,888,2787,,,,,,sweep,,,12,1.0500000000000025,51,,
phase2,taker-sweep,2026-08-14T22:36:26.450397+00:00,jingjie-cpu-04.mae.cornell.edu,4cf37e9,50930,5,syn-s0-n12,00b39b5d48ce,12,6,5b451b296016,ac79d820599c,3,150.0,98.3,3150.0,3235.677850563995,85.67785056399498,exact-milp/taker,GRB,OPTIMAL,3235.677850563995,3235.6778505639945,1.4054160268371567e-16,3102.0,133.67785056399498,6.387051582336426,0.06206011772155762,2350,888,2787,,,,,,sweep,,,12,1.1000000000000023,52,,
